"sample","bottom","mid","top","total"
"6943.d.56","6","6","6","18"
"6943.d.57","5","10","8","23"
"6943.d.58","6","11","9","26"
"6943.d.59","7","12","8","27"
"6943.d.60","10","16","10","36"
"6944.d.2","2","9","7","18"
"6944.d.3","4","20","17","41"
"6944.d.4","4","18","18","40"
"6944.d.5","5","17","16","38"
"6944.d.6","5","16","13","34"
"6944.d.7","6","16","11","33"
"6944.d.8","7","16","11","34"
"6944.d.9","5","11","9","25"
"6944.d.10","4","12","11","27"
"6944.d.11","5","12","11","28"
"6944.d.12","6","13","8","27"
"6944.d.13","7","21","15","43"
"6944.d.14","7","28","23","58"
"6944.d.15","10","30","24","64"
"6944.d.16","7","19","15","41"
"6944.d.17","3","9","7","19"
"6944.d.18","6","22","17","45"
"6944.d.19","7","26","23","56"
"6944.d.20","5","20","17","42"
"6944.d.21","3","12","10","25"
"6944.d.22","3","6","5","14"
"6944.d.23","4","8","5","17"
"6944.d.24","4","9","6","19"
"6944.d.25","5","10","6","21"
"6944.d.26","7","10","4","21"
"6944.d.27","7","12","6","25"
"6944.d.28","6","16","11","33"
"6944.d.29","5","15","11","31"
"6944.d.30","5","13","9","27"
"6944.d.31","5","11","8","24"
"6944.d.32","5","12","7","24"
"6944.d.33","5","10","5","20"
"6944.d.34","6","10","6","22"
"6944.d.35","7","10","5","22"
"6944.d.36","4","6","2","12"
"6944.d.37","2","4","2","8"
"6944.d.38","3","7","4","14"
"6944.d.39","4","9","6","19"
"6944.d.40","3","9","6","18"
"6944.d.41","5","13","8","26"
"6944.d.42","7","15","9","31"
"6944.d.43","8","17","10","35"
"6944.d.44","7","16","12","35"
"6944.d.45","5","14","11","30"
"6944.d.46","4","16","13","33"
"6944.d.47","4","16","12","32"
"6944.d.48","6","12","9","27"
"6944.d.49","5","7","7","19"
"6944.d.50","7","9","6","22"
"6944.d.51","7","13","8","28"
"6944.d.52","4","9","7","20"
"6944.d.53","6","11","6","23"
"6944.d.54","6","10","6","22"
"6944.d.55","4","5","3","12"
"6944.d.56","4","5","4","13"
"6944.d.57","6","10","8","24"
"6944.d.58","7","9","8","24"
"6944.d.59","6","8","6","20"
"6944.d.60","6","11","6","23"
"6947.d.2","22","26","3","51"
"6947.d.3","29","33","6","68"
"6947.d.4","23","27","6","56"
"6947.d.5","24","30","7","61"
"6947.d.6","29","34","5","68"
"6947.d.7","27","28","2","57"
"6947.d.8","24","30","5","59"
"6947.d.9","17","22","5","44"
"6947.d.10","16","20","3","39"
"6947.d.11","20","24","5","49"
"6947.d.12","17","18","6","41"
"6947.d.13","17","21","8","46"
"6947.d.14","16","24","8","48"
"6947.d.15","17","23","7","47"
"6947.d.16","16","20","9","45"
"6947.d.17","19","23","10","52"
"6947.d.18","20","24","10","54"
"6947.d.19","16","18","8","42"
"6947.d.20","17","20","7","44"
"6947.d.21","15","19","9","43"
"6947.d.22","14","18","9","41"
"6947.d.23","11","15","7","33"
"6947.d.24","11","18","8","37"
"6947.d.25","16","24","11","51"
"6947.d.26","10","16","8","34"
"6947.d.27","8","13","7","28"
"6947.d.28","11","20","12","43"
"6947.d.29","13","24","13","50"
"6947.d.30","13","23","12","48"
"6947.d.31","10","17","9","36"
"6947.d.32","12","18","7","37"
"6947.d.33","10","16","7","33"
"6947.d.34","10","16","8","34"
"6947.d.35","11","19","10","40"
"6947.d.36","10","16","9","35"
"6947.d.37","12","19","12","43"
"6947.d.38","13","23","14","50"
"6947.d.39","12","17","7","36"
"6947.d.40","10","14","7","31"
"6947.d.41","11","18","11","40"
"6947.d.42","11","18","10","39"
"6947.d.43","10","17","10","37"
"6947.d.44","12","18","10","40"
"6947.d.45","16","23","11","50"
"6947.d.46","19","28","15","62"
"6947.d.47","15","24","12","51"
"6947.d.48","12","18","8","38"
"6947.d.49","9","15","8","32"
"6947.d.50","9","19","9","37"
"6947.d.51","11","23","12","46"
"6947.d.52","11","18","9","38"
"6947.d.53","9","13","5","27"
"6947.d.54","7","11","4","22"
"6947.d.55","11","14","4","29"
"6947.d.56","15","17","5","37"
"6947.d.57","19","22","8","49"
"6947.d.58","17","24","10","51"
"6947.d.59","14","21","7","42"
"6947.d.60","12","18","6","36"
"6959.d.2","1","10","8","19"
"6959.d.3","3","25","23","51"
"6959.d.4","3","22","23","48"
"6959.d.5","3","12","10","25"
"6959.d.6","7","15","12","34"
"6959.d.7","6","16","15","37"
"6959.d.8","3","16","14","33"
"6959.d.9","4","13","12","29"
"6959.d.10","6","15","11","32"
"6959.d.11","7","18","15","40"
"6959.d.12","9","20","15","44"
"6959.d.13","12","29","22","63"
"6959.d.14","14","32","24","70"
"6959.d.15","11","23","17","51"
"6959.d.16","7","19","17","43"
"6959.d.17","9","24","18","51"
"6959.d.18","11","22","14","47"
"6959.d.19","9","17","13","39"
"6959.d.20","6","19","17","42"
"6959.d.21","11","32","26","69"
"6959.d.22","15","47","36","98"
"6959.d.23","13","42","33","88"
"6959.d.24","13","37","29","79"
"6959.d.25","14","35","25","74"
"6959.d.26","13","26","20","59"
"6959.d.27","12","25","19","56"
"6959.d.28","10","25","19","54"
"6959.d.29","10","23","16","49"
"6959.d.30","12","27","18","57"
"6959.d.31","16","32","23","71"
"6959.d.32","18","31","22","71"
"6959.d.33","17","26","16","59"
"6959.d.34","14","31","23","68"
"6959.d.35","15","40","32","87"
"6959.d.36","18","40","27","85"
"6959.d.37","15","39","26","80"
"6959.d.38","12","36","28","76"
"6959.d.39","13","40","29","82"
"6959.d.40","14","39","27","80"
"6959.d.41","14","30","21","65"
"6959.d.42","13","26","18","57"
"6959.d.43","15","31","21","67"
"6959.d.44","14","34","23","71"
"6959.d.45","14","25","15","54"
"6959.d.46","17","24","11","52"
"6959.d.47","19","37","21","77"
"6959.d.48","19","36","23","78"
"6959.d.49","18","33","20","71"
"6959.d.50","17","35","19","71"
"6959.d.51","15","25","14","54"
"6959.d.52","13","22","13","48"
"6959.d.53","16","23","10","49"
"6959.d.54","16","26","12","54"
"6959.d.55","14","29","20","63"
"6959.d.56","15","27","19","61"
"6959.d.57","14","24","17","55"
"6959.d.58","12","21","13","46"
"6959.d.59","11","29","18","58"
"6959.d.60","7","30","23","60"
"6963.d.2","4","8","4","16"
"6963.d.3","6","9","4","19"
"6963.d.4","3","4","2","9"
"6963.d.5","2","5","3","10"
"6963.d.6","2","3","1","6"
"6963.d.7","3","4","1","8"
"6963.d.8","3","5","2","10"
"6963.d.9","5","8","3","16"
"6963.d.10","6","9","3","18"
"6963.d.11","5","7","2","14"
"6963.d.12","6","8","2","16"
"6963.d.13","4","5","2","11"
"6963.d.14","3","5","3","11"
"6963.d.15","4","6","3","13"
"6963.d.16","4","7","4","15"
"6963.d.17","5","8","5","18"
"6963.d.18","7","10","5","22"
"6963.d.19","6","10","6","22"
"6963.d.20","4","8","6","18"
"6963.d.21","4","9","6","19"
"6963.d.22","4","8","5","17"
"6963.d.23","4","5","5","14"
"6963.d.24","4","8","7","19"
"6963.d.25","5","10","7","22"
"6963.d.26","6","10","6","22"
"6963.d.27","5","8","7","20"
"6963.d.28","4","16","14","34"
"6963.d.29","3","383","380","766"
"6963.d.30","3","374","372","749"
"6963.d.31","5","8","5","18"
"6963.d.32","6","12","7","25"
"6963.d.33","6","11","6","23"
"6963.d.34","6","38","35","79"
"6963.d.35","5","37","34","76"
"6963.d.36","4","11","7","22"
"6963.d.37","5","16","11","32"
"6963.d.38","5","11","6","22"
"6963.d.39","7","8","1","16"
"6963.d.40","7","7","1","15"
"6963.d.41","4","4","2","10"
"6963.d.42","6","8","3","17"
"6963.d.43","9","17","8","34"
"6963.d.44","9","53","46","108"
"6963.d.45","8","63","56","127"
"6963.d.46","10","29","20","59"
"6963.d.47","9","14","6","29"
"6963.d.48","7","12","6","25"
"6963.d.49","7","9","3","19"
"6963.d.50","6","8","3","17"
"6963.d.51","8","15","8","31"
"6963.d.52","8","15","7","30"
"6963.d.53","9","11","3","23"
"6963.d.54","11","11","1","23"
"6963.d.55","8","8","0","16"
"6963.d.56","4","4","0","8"
"6963.d.57","2","2","1","5"
"6963.d.58","4","7","5","16"
"6963.d.59","8","13","6","27"
"6963.d.60","8","11","3","22"
"6967.d.2","0","50","50","100"
"6967.d.3","0","58","58","116"
"6967.d.4","0","72","72","144"
"6967.d.5","0","95","96","191"
"6967.d.6","0","114","114","228"
"6967.d.7","1","92","94","187"
"6967.d.8","1","84","85","170"
"6967.d.9","0","117","116","233"
"6967.d.10","0","133","133","266"
"6967.d.11","0","100","99","199"
"6967.d.12","0","82","82","164"
"6967.d.13","0","97","97","194"
"6967.d.14","0","105","105","210"
"6967.d.15","0","112","111","223"
"6967.d.16","0","116","116","232"
"6967.d.17","0","104","104","208"
"6967.d.18","0","111","111","222"
"6967.d.19","0","136","135","271"
"6967.d.20","2","123","122","247"
"6967.d.21","2","125","123","250"
"6967.d.22","0","132","132","264"
"6967.d.23","0","121","121","242"
"6967.d.24","2","114","112","228"
"6967.d.25","2","121","119","242"
"6967.d.26","0","134","134","268"
"6967.d.27","0","121","122","243"
"6967.d.28","0","104","103","207"
"6967.d.29","0","106","105","211"
"6967.d.30","0","114","115","229"
"6967.d.31","0","102","101","203"
"6967.d.32","1","84","84","169"
"6967.d.33","1","88","88","177"
"6967.d.34","0","91","92","183"
"6967.d.35","1","66","64","131"
"6967.d.36","2","52","52","106"
"6967.d.37","1","95","96","192"
"6967.d.38","1","98","97","196"
"6967.d.39","2","51","50","103"
"6967.d.40","4","31","28","63"
"6967.d.41","8","22","16","46"
"6967.d.42","5","25","22","52"
"6967.d.43","1","30","30","61"
"6967.d.44","6","21","17","44"
"6967.d.45","8","12","4","24"
"6967.d.46","5","26","21","52"
"6967.d.47","3","25","23","51"
"6967.d.48","2","4","3","9"
"6967.d.49","2","3","1","6"
"6967.d.50","5","21","17","43"
"6967.d.51","4","21","18","43"
"6967.d.52","5","6","3","14"
"6967.d.53","4","12","10","26"
"6967.d.54","4","12","9","25"
"6967.d.55","7","9","3","19"
"6967.d.56","3","5","3","11"
"6967.d.57","0","0","0","0"
"6967.d.58","0","0","0","0"
"6967.d.59","2","5","3","10"
"6967.d.60","4","12","8","24"
"6969.d.2","1","23","22","46"
"6969.d.3","1","58","57","116"
"6969.d.4","2","55","54","111"
"6969.d.5","8","36","35","79"
"6969.d.6","6","17","16","39"
"6969.d.7","3","5","5","13"
"6969.d.8","5","13","12","30"
"6969.d.9","3","16","16","35"
"6969.d.10","3","11","11","25"
"6969.d.11","3","5","4","12"
"6969.d.12","7","9","4","20"
"6969.d.13","8","9","4","21"
"6969.d.14","4","7","5","16"
"6969.d.15","4","7","6","17"
"6969.d.16","3","6","6","15"
"6969.d.17","4","8","5","17"
"6969.d.18","5","10","6","21"
"6969.d.19","6","12","8","26"
"6969.d.20","6","15","12","33"
"6969.d.21","4","17","14","35"
"6969.d.22","3","13","11","27"
"6969.d.23","2","13","13","28"
"6969.d.24","3","16","16","35"
"6969.d.25","5","17","16","38"
"6969.d.26","7","23","19","49"
"6969.d.27","6","27","22","55"
"6969.d.28","3","18","15","36"
"6969.d.29","2","8","8","18"
"6969.d.30","2","6","7","15"
"6969.d.31","4","16","16","36"
"6969.d.32","8","21","17","46"
"6969.d.33","8","16","9","33"
"6969.d.34","6","11","8","25"
"6969.d.35","8","10","6","24"
"6969.d.36","6","11","8","25"
"6969.d.37","4","11","10","25"
"6969.d.38","7","14","10","31"
"6969.d.39","9","21","16","46"
"6969.d.40","7","26","24","57"
"6969.d.41","12","47","47","106"
"6969.d.42","15","39","34","88"
"6969.d.43","9","13","4","26"
"6969.d.44","5","17","14","36"
"6969.d.45","3","19","18","40"
"6969.d.46","6","20","16","42"
"6969.d.47","8","18","12","38"
"6969.d.48","8","12","5","25"
"6969.d.49","7","13","6","26"
"6969.d.50","6","12","7","25"
"6969.d.51","5","6","5","16"
"6969.d.52","6","9","8","23"
"6969.d.53","7","13","9","29"
"6969.d.54","6","12","9","27"
"6969.d.55","4","12","9","25"
"6969.d.56","2","10","8","20"
"6969.d.57","2","10","8","20"
"6969.d.58","3","11","9","23"
"6969.d.59","7","20","15","42"
"6969.d.60","10","24","17","51"
"6972.d.2","8","32","25","65"
"6972.d.3","11","47","37","95"
"6972.d.4","10","36","29","75"
"6972.d.5","10","27","21","58"
"6972.d.6","8","18","14","40"
"6972.d.7","8","14","8","30"
"6972.d.8","11","19","10","40"
"6972.d.9","13","17","13","43"
"6972.d.10","14","19","13","46"
"6972.d.11","13","25","14","52"
"6972.d.12","12","26","15","53"
"6972.d.13","10","22","14","46"
"6972.d.14","11","21","15","47"
"6972.d.15","13","27","17","57"
"6972.d.16","11","25","16","52"
"6972.d.17","13","29","19","61"
"6972.d.18","14","33","22","69"
"6972.d.19","12","27","19","58"
"6972.d.20","10","26","20","56"
"6972.d.21","9","22","20","51"
"6972.d.22","8","15","14","37"
"6972.d.23","7","16","11","34"
"6972.d.24","12","27","18","57"
"6972.d.25","12","26","17","55"
"6972.d.26","8","17","14","39"
"6972.d.27","10","19","14","43"
"6972.d.28","11","23","16","50"
"6972.d.29","11","26","19","56"
"6972.d.30","11","24","17","52"
"6972.d.31","10","22","15","47"
"6972.d.32","13","25","19","57"
"6972.d.33","14","25","17","56"
"6972.d.34","11","18","8","37"
"6972.d.35","11","15","6","32"
"6972.d.36","11","22","14","47"
"6972.d.37","12","28","21","61"
"6972.d.38","10","18","14","42"
"6972.d.39","8","12","7","27"
"6972.d.40","5","19","14","38"
"6972.d.41","5","17","17","39"
"6972.d.42","9","12","8","29"
"6972.d.43","9","16","7","32"
"6972.d.44","9","21","15","45"
"6972.d.45","10","16","13","39"
"6972.d.46","10","12","5","27"
"6972.d.47","11","15","7","33"
"6972.d.48","11","19","10","40"
"6972.d.49","10","22","13","45"
"6972.d.50","11","20","13","44"
"6972.d.51","9","18","10","37"
"6972.d.52","10","19","11","40"
"6972.d.53","10","19","11","40"
"6972.d.54","9","18","13","40"
"6972.d.55","10","19","14","43"
"6972.d.56","8","16","11","35"
"6972.d.57","6","12","8","26"
"6972.d.58","8","13","10","31"
"6972.d.59","12","19","11","42"
"6972.d.60","10","20","12","42"
"6976.d.2","14","19","5","38"
"6976.d.3","11","26","16","53"
"6976.d.4","17","32","22","71"
"6976.d.5","22","41","25","88"
"6976.d.6","19","38","24","81"
"6976.d.7","14","27","15","56"
"6976.d.8","15","26","15","56"
"6976.d.9","15","32","21","68"
"6976.d.10","14","38","26","78"
"6976.d.11","18","35","20","73"
"6976.d.12","24","34","16","74"
"6976.d.13","25","39","23","87"
"6976.d.14","21","39","23","83"
"6976.d.15","20","33","19","72"
"6976.d.16","20","46","34","100"
"6976.d.17","18","47","36","101"
"6976.d.18","17","47","36","100"
"6976.d.19","19","49","36","104"
"6976.d.20","16","36","25","77"
"6976.d.21","13","42","32","87"
"6976.d.22","13","41","34","88"
"6976.d.23","16","44","32","92"
"6976.d.24","18","44","33","95"
"6976.d.25","17","45","35","97"
"6976.d.26","24","49","30","103"
"6976.d.27","31","63","37","131"
"6976.d.28","27","64","43","134"
"6976.d.29","23","56","39","118"
"6976.d.30","25","61","41","127"
"6976.d.31","23","44","30","97"
"6976.d.32","25","47","31","103"
"6976.d.33","26","50","31","107"
"6976.d.34","21","37","25","83"
"6976.d.35","21","41","26","88"
"6976.d.36","26","44","23","93"
"6976.d.37","25","39","23","87"
"6976.d.38","24","38","20","82"
"6976.d.39","23","33","13","69"
"6976.d.40","23","45","23","91"
"6976.d.41","26","55","32","113"
"6976.d.42","24","52","31","107"
"6976.d.43","22","52","33","107"
"6976.d.44","20","40","27","87"
"6976.d.45","21","33","16","70"
"6976.d.46","30","45","20","95"
"6976.d.47","29","49","29","107"
"6976.d.48","29","47","31","107"
"6976.d.49","28","48","31","107"
"6976.d.50","22","43","25","90"
"6976.d.51","24","39","17","80"
"6976.d.52","28","42","17","87"
"6976.d.53","33","45","19","97"
"6976.d.54","30","40","15","85"
"6976.d.55","28","40","13","81"
"6976.d.56","28","41","17","86"
"6976.d.57","27","41","22","90"
"6976.d.58","22","34","16","72"
"6976.d.59","18","27","11","56"
"6976.d.60","16","26","14","56"
"6977.d.2","2","44","43","89"
"6977.d.3","2","54","52","108"
"6977.d.4","5","57","54","116"
"6977.d.5","8","68","66","142"
"6977.d.6","5","78","77","160"
"6977.d.7","3","76","75","154"
"6977.d.8","4","64","61","129"
"6977.d.9","4","51","48","103"
"6977.d.10","4","56","54","114"
"6977.d.11","7","46","40","93"
"6977.d.12","6","38","32","76"
"6977.d.13","2","61","60","123"
"6977.d.14","2","75","75","152"
"6977.d.15","5","95","91","191"
"6977.d.16","7","89","87","183"
"6977.d.17","8","66","64","138"
"6977.d.18","8","61","54","123"
"6977.d.19","6","78","72","156"
"6977.d.20","7","81","76","164"
"6977.d.21","7","66","62","135"
"6977.d.22","6","66","64","136"
"6977.d.23","6","53","52","111"
"6977.d.24","6","44","40","90"
"6977.d.25","6","55","49","110"
"6977.d.26","6","45","41","92"
"6977.d.27","8","32","28","68"
"6977.d.28","9","38","31","78"
"6977.d.29","10","43","38","91"
"6977.d.30","9","50","49","108"
"6977.d.31","6","55","52","113"
"6977.d.32","7","60","55","122"
"6977.d.33","6","42","38","86"
"6977.d.34","3","23","19","45"
"6977.d.35","5","32","28","65"
"6977.d.36","7","50","46","103"
"6977.d.37","6","70","67","143"
"6977.d.38","5","62","59","126"
"6977.d.39","5","41","37","83"
"6977.d.40","6","34","28","68"
"6977.d.41","7","39","35","81"
"6977.d.42","7","39","35","81"
"6977.d.43","5","27","24","56"
"6977.d.44","4","23","20","47"
"6977.d.45","5","26","24","55"
"6977.d.46","8","27","22","57"
"6977.d.47","8","34","28","70"
"6977.d.48","7","32","29","68"
"6977.d.49","9","26","26","61"
"6977.d.50","9","29","28","66"
"6977.d.51","8","21","19","48"
"6977.d.52","9","25","23","57"
"6977.d.53","11","33","29","73"
"6977.d.54","10","26","22","58"
"6977.d.55","7","17","13","37"
"6977.d.56","6","14","8","28"
"6977.d.57","8","22","17","47"
"6977.d.58","7","22","18","47"
"6977.d.59","8","29","24","61"
"6977.d.60","9","34","29","72"
"6980.d.2","6","45","44","95"
"6980.d.3","7","58","52","117"
"6980.d.4","10","83","73","166"
"6980.d.5","10","100","93","203"
"6980.d.6","7","91","87","185"
"6980.d.7","7","72","69","148"
"6980.d.8","7","64","59","130"
"6980.d.9","9","61","53","123"
"6980.d.10","11","58","47","116"
"6980.d.11","12","57","44","113"
"6980.d.12","12","66","56","134"
"6980.d.13","12","82","72","166"
"6980.d.14","13","79","66","158"
"6980.d.15","9","70","63","142"
"6980.d.16","10","71","65","146"
"6980.d.17","13","69","58","140"
"6980.d.18","13","73","65","151"
"6980.d.19","10","72","66","148"
"6980.d.20","9","60","55","124"
"6980.d.21","10","57","52","119"
"6980.d.22","8","62","56","126"
"6980.d.23","10","68","59","137"
"6980.d.24","14","71","60","145"
"6980.d.25","15","72","58","145"
"6980.d.26","15","62","50","127"
"6980.d.27","14","65","52","131"
"6980.d.28","12","69","58","139"
"6980.d.29","11","55","53","119"
"6980.d.30","12","59","57","128"
"6980.d.31","13","67","59","139"
"6980.d.32","14","69","59","142"
"6980.d.33","11","73","65","149"
"6980.d.34","8","69","62","139"
"6980.d.35","10","64","56","130"
"6980.d.36","10","59","52","121"
"6980.d.37","10","68","58","136"
"6980.d.38","11","73","62","146"
"6980.d.39","11","61","52","124"
"6980.d.40","11","54","48","113"
"6980.d.41","10","62","55","127"
"6980.d.42","12","67","57","136"
"6980.d.43","14","59","48","121"
"6980.d.44","13","59","51","123"
"6980.d.45","14","65","58","137"
"6980.d.46","15","72","59","146"
"6980.d.47","13","71","59","143"
"6980.d.48","10","67","58","135"
"6980.d.49","10","68","61","139"
"6980.d.50","8","72","66","146"
"6980.d.51","8","76","68","152"
"6980.d.52","10","74","65","149"
"6980.d.53","8","78","72","158"
"6980.d.54","7","84","80","171"
"6980.d.55","9","89","81","179"
"6980.d.56","9","81","75","165"
"6980.d.57","12","79","70","161"
"6980.d.58","15","81","70","166"
"6980.d.59","14","79","69","162"
"6980.d.60","10","55","46","111"
"6992.d.2","3","11","8","22"
"6992.d.3","6","22","16","44"
"6992.d.4","7","20","15","42"
"6992.d.5","6","11","8","25"
"6992.d.6","6","12","9","27"
"6992.d.7","7","15","10","32"
"6992.d.8","5","10","5","20"
"6992.d.9","2","6","5","13"
"6992.d.10","4","11","7","22"
"6992.d.11","8","13","6","27"
"6992.d.12","9","13","5","27"
"6992.d.13","9","13","5","27"
"6992.d.14","8","13","4","25"
"6992.d.15","9","12","7","28"
"6992.d.16","12","18","11","41"
"6992.d.17","12","15","7","34"
"6992.d.18","10","13","7","30"
"6992.d.19","11","17","12","40"
"6992.d.20","11","15","8","34"
"6992.d.21","11","13","7","31"
"6992.d.22","11","17","10","38"
"6992.d.23","12","17","7","36"
"6992.d.24","15","17","6","38"
"6992.d.25","17","21","8","46"
"6992.d.26","16","23","10","49"
"6992.d.27","14","21","9","44"
"6992.d.28","14","22","10","46"
"6992.d.29","14","22","9","45"
"6992.d.30","14","21","7","42"
"6992.d.31","14","21","8","43"
"6992.d.32","12","18","8","38"
"6992.d.33","13","19","9","41"
"6992.d.34","15","21","10","46"
"6992.d.35","14","21","10","45"
"6992.d.36","14","21","8","43"
"6992.d.37","14","19","5","38"
"6992.d.38","17","22","7","46"
"6992.d.39","19","26","12","57"
"6992.d.40","14","20","11","45"
"6992.d.41","14","25","16","55"
"6992.d.42","17","32","17","66"
"6992.d.43","16","25","13","54"
"6992.d.44","15","22","12","49"
"6992.d.45","17","23","8","48"
"6992.d.46","16","26","10","52"
"6992.d.47","16","22","9","47"
"6992.d.48","17","23","11","51"
"6992.d.49","17","30","15","62"
"6992.d.50","18","27","13","58"
"6992.d.51","15","25","12","52"
"6992.d.52","17","27","12","56"
"6992.d.53","19","32","14","65"
"6992.d.54","18","28","11","57"
"6992.d.55","20","24","7","51"
"6992.d.56","17","30","13","60"
"6992.d.57","13","34","21","68"
"6992.d.58","15","32","19","66"
"6992.d.59","17","31","14","62"
"6992.d.60","14","27","14","55"
"6998.d.2","0","32","33","65"
"6998.d.3","0","31","31","62"
"6998.d.4","1","41","40","82"
"6998.d.5","1","58","57","116"
"6998.d.6","0","68","69","137"
"6998.d.7","0","75","74","149"
"6998.d.8","0","73","72","145"
"6998.d.9","0","78","78","156"
"6998.d.10","0","90","90","180"
"6998.d.11","0","84","85","169"
"6998.d.12","0","89","89","178"
"6998.d.13","1","83","81","165"
"6998.d.14","1","78","76","155"
"6998.d.15","1","96","94","191"
"6998.d.16","1","88","87","176"
"6998.d.17","0","69","70","139"
"6998.d.18","0","78","78","156"
"6998.d.19","0","85","85","170"
"6998.d.20","0","103","104","207"
"6998.d.21","0","106","107","213"
"6998.d.22","0","83","84","167"
"6998.d.23","0","79","79","158"
"6998.d.24","0","96","96","192"
"6998.d.25","0","103","102","205"
"6998.d.26","0","94","94","188"
"6998.d.27","0","103","103","206"
"6998.d.28","0","97","98","195"
"6998.d.29","0","105","105","210"
"6998.d.30","0","112","112","224"
"6998.d.31","1","99","99","199"
"6998.d.32","1","89","89","179"
"6998.d.33","0","85","86","171"
"6998.d.34","1","95","95","191"
"6998.d.35","2","84","83","169"
"6998.d.36","1","79","80","160"
"6998.d.37","1","118","118","237"
"6998.d.38","1","122","122","245"
"6998.d.39","0","94","94","188"
"6998.d.40","0","100","99","199"
"6998.d.41","0","110","109","219"
"6998.d.42","0","93","93","186"
"6998.d.43","0","80","81","161"
"6998.d.44","0","88","88","176"
"6998.d.45","0","88","88","176"
"6998.d.46","1","88","89","178"
"6998.d.47","1","92","92","185"
"6998.d.48","0","104","103","207"
"6998.d.49","0","115","116","231"
"6998.d.50","0","106","106","212"
"6998.d.51","0","100","100","200"
"6998.d.52","0","79","79","158"
"6998.d.53","0","65","64","129"
"6998.d.54","0","80","81","161"
"6998.d.55","1","79","79","159"
"6998.d.56","3","68","70","141"
"6998.d.57","2","77","78","157"
"6998.d.58","1","79","79","159"
"6998.d.59","1","91","89","181"
"6998.d.60","0","75","76","151"
"9004.d.2","5","28","23","56"
"9004.d.3","9","42","34","85"
"9004.d.4","8","30","22","60"
"9004.d.5","10","40","31","81"
"9004.d.6","13","52","41","106"
"9004.d.7","15","50","36","101"
"9004.d.8","14","55","42","111"
"9004.d.9","11","58","49","118"
"9004.d.10","13","51","44","108"
"9004.d.11","12","44","38","94"
"9004.d.12","11","44","36","91"
"9004.d.13","13","43","34","90"
"9004.d.14","11","38","30","79"
"9004.d.15","11","44","39","94"
"9004.d.16","10","45","42","97"
"9004.d.17","10","42","36","88"
"9004.d.18","10","44","37","91"
"9004.d.19","9","39","35","83"
"9004.d.20","10","34","27","71"
"9004.d.21","11","37","30","78"
"9004.d.22","13","47","42","102"
"9004.d.23","14","62","57","133"
"9004.d.24","13","61","54","128"
"9004.d.25","12","54","46","112"
"9004.d.26","10","45","40","95"
"9004.d.27","6","25","22","53"
"9004.d.28","5","28","24","57"
"9004.d.29","6","39","36","81"
"9004.d.30","6","36","35","77"
"9004.d.31","7","34","31","72"
"9004.d.32","9","45","39","93"
"9004.d.33","10","47","39","96"
"9004.d.34","10","34","26","70"
"9004.d.35","10","22","14","46"
"9004.d.36","11","21","12","44"
"9004.d.37","11","43","36","90"
"9004.d.38","8","49","44","101"
"9004.d.39","7","42","38","87"
"9004.d.40","11","42","36","89"
"9004.d.41","12","41","35","88"
"9004.d.42","10","42","35","87"
"9004.d.43","13","43","32","88"
"9004.d.44","13","46","35","94"
"9004.d.45","9","36","28","73"
"9004.d.46","10","38","30","78"
"9004.d.47","12","40","31","83"
"9004.d.48","13","45","37","95"
"9004.d.49","15","42","34","91"
"9004.d.50","12","38","31","81"
"9004.d.51","9","42","39","90"
"9004.d.52","9","31","26","66"
"9004.d.53","10","26","16","52"
"9004.d.54","14","34","22","70"
"9004.d.55","15","33","23","71"
"9004.d.56","13","32","21","66"
"9004.d.57","14","62","52","128"
"9004.d.58","14","69","60","143"
"9004.d.59","15","48","37","100"
"9004.d.60","14","40","31","85"
"9010.d.2","10","19","12","41"
"9010.d.3","10","30","22","62"
"9010.d.4","14","35","23","72"
"9010.d.5","16","31","19","66"
"9010.d.6","14","33","27","74"
"9010.d.7","14","41","34","89"
"9010.d.8","16","58","50","124"
"9010.d.9","15","51","43","109"
"9010.d.10","14","43","33","90"
"9010.d.11","13","49","42","104"
"9010.d.12","13","46","42","101"
"9010.d.13","13","42","38","93"
"9010.d.14","15","51","42","108"
"9010.d.15","16","68","58","142"
"9010.d.16","12","63","58","133"
"9010.d.17","12","59","56","127"
"9010.d.18","13","63","56","132"
"9010.d.19","10","84","75","169"
"9010.d.20","9","76","69","154"
"9010.d.21","9","42","36","87"
"9010.d.22","8","26","20","54"
"9010.d.23","7","22","16","45"
"9010.d.24","9","45","43","97"
"9010.d.25","8","60","60","128"
"9010.d.26","7","56","54","117"
"9010.d.27","8","49","47","104"
"9010.d.28","8","43","39","90"
"9010.d.29","12","47","37","96"
"9010.d.30","13","64","56","133"
"9010.d.31","10","73","70","153"
"9010.d.32","11","81","76","168"
"9010.d.33","13","83","76","172"
"9010.d.34","12","51","44","107"
"9010.d.35","11","154","147","312"
"9010.d.36","11","180","171","362"
"9010.d.37","12","316","308","636"
"9010.d.38","14","293","285","592"
"9010.d.39","13","21","13","47"
"9010.d.40","12","33","26","71"
"9010.d.41","12","45","40","97"
"9010.d.42","13","36","32","81"
"9010.d.43","13","32","27","72"
"9010.d.44","11","33","28","72"
"9010.d.45","12","35","26","73"
"9010.d.46","12","36","27","75"
"9010.d.47","10","31","26","67"
"9010.d.48","12","26","18","56"
"9010.d.49","12","40","31","83"
"9010.d.50","10","39","31","80"
"9010.d.51","12","24","16","52"
