"tagname","week","bottom_mean","middle_mean","top_mean","activity","weekFac"
9001,12,0.485372548587303,0.0525988557318135,0.462028595680884,"medium","12"
9001,13,0.573225447289804,0.399706767497492,0.0270677852127038,"medium","13"
9001,14,0.535956257647746,0.402321607707826,0.061722134644428,"medium","14"
9001,15,0.606510643457939,0.361103700682372,0.0323856558596893,"medium","15"
9001,16,0.50879366794175,0.331639346069472,0.159566985988778,"medium","16"
9001,17,0.501612778763793,0.39884691279089,0.0995403084453165,"medium","17"
9001,18,0.344684885297587,0.561480713899882,0.0938344008025311,"medium","18"
9012,10,0.0966509761555675,0.444355274326723,0.458993749517709,"medium","10"
9012,11,0.0378821117149691,0.512709313990277,0.449408574294754,"medium","11"
9012,12,0.0341935554992118,0.590014661625125,0.375791782875663,"medium","12"
9012,13,0.0254781563833188,0.519865950855996,0.454655892760685,"medium","13"
9012,14,0.0608380276255884,0.503358945244893,0.435803027129518,"medium","14"
9012,15,0.060513928543869,0.337149030458699,0.602337040997432,"medium","15"
9012,16,0.0156802222393703,0.555662363718541,0.428657414042089,"medium","16"
9012,17,0.0442296032542193,0.487658880204601,0.468111516541179,"medium","17"
9012,18,0.0506939468433411,0.425766979374511,0.523539073782148,"medium","18"
9013,10,0.0266147079249942,0.318550814106026,0.654834477968979,"high","10"
9013,11,0.149572828591271,0.377740786877294,0.472686384531434,"high","11"
9013,12,0.137761952531611,0.352176645023315,0.510061402445074,"high","12"
9013,13,0.0915458644295746,0.335206640724042,0.573247494846384,"high","13"
9013,14,0.198046586487053,0.262978845369462,0.538974568143485,"high","14"
9013,15,0.131379184901833,0.318390969320825,0.550229845777342,"high","15"
9013,16,0.135316878506939,0.355115584315368,0.509567537177692,"high","16"
9013,17,0.244051018045925,0.319308147674534,0.436640834279541,"high","17"
9013,18,0.184112530728782,0.467564737138007,0.348322732133211,"high","18"
9019,10,0.14241839648121,0.473447025233429,0.384134578285362,"medium","10"
9019,11,0.379026159425882,0.23918512230882,0.381788718265298,"medium","11"
9019,12,0.405110623615138,0.214765248641319,0.380124127743543,"medium","12"
9019,13,0.41798639665759,0.319846108055075,0.262167495287335,"medium","13"
9019,14,0.34579167263788,0.454988810865036,0.199219516497084,"medium","14"
9019,15,0.368350732530067,0.50765160451093,0.123997662959003,"medium","15"
9019,16,0.219280588228809,0.539856470406667,0.240862941364523,"medium","16"
9019,17,0.303742572729377,0.399733224565387,0.296524202705235,"medium","17"
9019,18,0.114709027372041,0.5648672185905,0.320423754037459,"medium","18"
9023,10,0.438583224014199,0.0923913882244,0.469025387761401,"medium","10"
9023,11,0.446123488364402,0.110570701002061,0.443305810633537,"medium","11"
9023,12,0.470587457145062,0.157622391498462,0.371790151356476,"medium","12"
9023,13,0.457041438382591,0.0999261406854585,0.44303242093195,"medium","13"
9023,14,0.402262079305061,0.169151058833905,0.428586861861034,"medium","14"
9023,15,0.303392016579763,0.279252146880822,0.417355836539415,"medium","15"
9023,16,0.487317143077618,0.075010196994918,0.437672659927464,"medium","16"
9023,17,0.397266102984137,0.112504271714087,0.490229625301776,"medium","17"
9023,18,0.479895935532944,0.101440807822473,0.418663256644582,"medium","18"
9026,10,0.609313990277027,0.352357434987267,0.0383285747357049,"medium","10"
9026,11,0.625052638541334,0.243305810633537,0.13164155082513,"medium","11"
9026,12,0.385539007639478,0.312603485718695,0.301857506641826,"medium","12"
9026,13,0.494001962232535,0.168767431349421,0.337230606418044,"medium","13"
9026,14,0.508015389194492,0.176660456604897,0.315324154200611,"medium","14"
9026,15,0.558063342630053,0.169885242468003,0.272051414901944,"medium","15"
9026,16,0.556711827411727,0.12086470516905,0.322423467419223,"medium","16"
9026,17,0.460218491285703,0.180609173988293,0.359172334726004,"medium","17"
9026,18,0.44073727029202,0.212503169336258,0.346759560371722,"medium","18"
9038,10,0.134709468323173,0.335396249710626,0.529894281966201,"medium","10"
9038,11,0.229698058712643,0.369558938630626,0.400743002656731,"medium","11"
9038,12,0.222783944969299,0.337433443938575,0.439782611092126,"medium","12"
9038,13,0.277876379350258,0.400063937914081,0.322059682735661,"medium","13"
9038,14,0.421015730931619,0.259746673574901,0.319237595493479,"medium","14"
9038,15,0.367354182972672,0.345588835117348,0.28705698190998,"medium","15"
9038,16,0.111309294147476,0.37899529284667,0.509695413005854,"medium","16"
9038,17,0.0736344294643546,0.339042915568882,0.587322654966763,"medium","17"
9038,18,0.202623659232966,0.277684565608017,0.519691775159018,"medium","18"
9042,10,0.542163747202717,0.147110116521336,0.310726136275947,"low","10"
9042,11,0.629426873766715,0.0667114966983784,0.303861629534907,"low","11"
9042,12,0.703555168498451,0.0973818526561794,0.199062978845369,"low","12"
9042,13,0.774464519969574,0.119228776470848,0.106306703559578,"low","13"
9042,14,0.776931641550825,0.126495651119465,0.0965727073297102,"low","14"
9042,15,0.757084431117922,0.242811945366155,0.000103623515923847,"low","15"
9042,16,0.683033302834213,0.123625059252808,0.193341637912978,"low","16"
9042,17,0.772793315180845,0.193981017053785,0.0332256677653699,"low","17"
9042,18,0.710815428880094,0.106200875287996,0.182983695831909,"low","18"
9050,10,0.268107107029864,0.314715641639015,0.417177251331121,"medium","10"
9050,11,0.491188694012986,0.161857727117392,0.346953578869622,"medium","11"
9050,12,0.398941717284182,0.0859149184791596,0.515143364236658,"medium","12"
9050,13,0.426655495904666,0.121206442296033,0.452138061799301,"medium","13"
9050,14,0.348274227508737,0.210915745262531,0.440810027228732,"medium","14"
9050,15,0.256955452911931,0.410906926239899,0.332137620848169,"medium","15"
9050,16,0.316386846427744,0.319356652299009,0.364256501273246,"medium","16"
9050,17,0.294930164364534,0.272333623626162,0.432736212009304,"medium","17"
9050,18,0.328407174274911,0.251666244088499,0.41992658163659,"medium","18"
